,Apparel_Set,Bottomwear,Dress,Innerwear,Loungewear_and_Nightwear,Saree,Socks,Topwear,Casual,Ethnic,Formal,Party,Smart_Casual,Sports,Travel
2695,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2696,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2697,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2701,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2702,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2703,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2704,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2708,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2711,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2712,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2714,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2716,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2719,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2722,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2724,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2725,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2726,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2728,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2730,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2731,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2733,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2737,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2742,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2749,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2750,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2752,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2755,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2758,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2759,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2761,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2764,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2766,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2769,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2771,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2773,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2774,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2775,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2776,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2777,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2778,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2779,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2781,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2782,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2784,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2786,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2789,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2790,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2791,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2795,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2796,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2800,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2802,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2804,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2810,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2811,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2814,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2816,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2820,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2823,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2825,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2829,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2832,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2833,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
